Time,ID,Latitude,Longitude,Wind Angle,Pressure,Humidity,Temperature
2025-01-25 10:14:01,2,0.0,0.0,42.0,1010.1,56.68,16.66
2025-01-25 10:14:02,2,0.0,0.0,66.0,1010.13,56.57,16.81
2025-01-25 10:14:02,2,37.862179,-122.31278,44.0,1010.13,56.52,16.83
2025-01-25 10:14:03,2,37.862179,-122.31278,41.0,1010.08,56.52,16.82
2025-01-25 10:14:04,2,37.862179,-122.31278,28.0,1010.12,56.56,16.81
2025-01-25 10:14:04,2,37.862179,-122.31278,22.0,1010.08,56.5,16.76
2025-01-25 10:14:05,2,37.862179,-122.31278,356.0,1010.11,56.43,16.71
2025-01-25 10:14:06,2,37.862179,-122.31278,347.0,1010.07,56.33,16.78
2025-01-25 10:14:06,2,37.862179,-122.31278,345.0,1010.09,56.4,16.78
2025-01-25 10:14:07,2,37.862179,-122.31278,348.0,1010.16,56.39,16.76
2025-01-25 10:14:08,2,37.862179,-122.31278,2.0,1010.06,56.33,16.78
2025-01-25 10:14:08,2,37.862179,-122.31278,17.0,1010.08,56.47,16.81
2025-01-25 10:14:09,2,37.862179,-122.31278,39.0,1010.12,56.58,16.73
2025-01-25 10:14:10,2,37.862175,-122.31278,55.0,1010.12,56.7,16.65
2025-01-25 10:14:10,2,37.862175,-122.31278,61.0,1010.1,56.73,16.61
2025-01-25 10:14:11,2,37.862175,-122.31278,70.0,1010.11,56.97,16.63
2025-01-25 10:14:12,2,37.862175,-122.31278,48.0,1010.11,56.96,16.64
2025-01-25 10:14:12,2,37.862175,-122.31278,48.0,1010.14,56.81,16.55
2025-01-25 10:14:13,2,37.862175,-122.31278,58.0,1010.09,56.77,16.42
2025-01-25 10:14:14,2,37.862167,-122.31279,50.0,1010.14,56.96,16.41
2025-01-25 10:14:14,2,37.862167,-122.31279,33.0,1010.09,56.9,16.42
2025-01-25 10:14:16,2,37.862167,-122.31279,45.0,1010.13,57.11,16.36
2025-01-25 10:14:16,2,37.862167,-122.3128,49.0,1010.06,57.08,16.35
2025-01-25 10:14:16,2,37.862164,-122.3128,37.0,1010.09,57.11,16.4
2025-01-25 10:14:17,2,37.862164,-122.3128,61.0,1010.11,57.0,16.4
2025-01-25 10:14:18,2,37.862164,-122.3128,74.0,1010.08,56.88,16.4
2025-01-25 10:14:18,2,37.862164,-122.3128,74.0,1010.13,56.77,16.39
2025-01-25 10:14:19,2,37.862164,-122.3128,106.0,1010.11,56.87,16.32
2025-01-25 10:14:20,2,37.862167,-122.31279,116.0,1010.11,56.97,16.22
2025-01-25 10:14:22,2,37.862167,-122.31279,109.0,1010.1,56.99,16.19
2025-01-25 10:14:23,2,37.862164,-122.3128,122.0,1010.09,57.16,16.02
2025-01-25 10:14:24,2,37.862164,-122.3128,122.0,1010.12,57.45,16.02
2025-01-25 10:14:25,2,37.862164,-122.3128,128.0,1010.1,57.55,15.93
2025-01-25 10:14:26,2,37.862164,-122.3128,126.0,1010.15,57.46,15.93
2025-01-25 10:14:26,2,37.862164,-122.3128,123.0,1010.13,57.51,15.88
2025-01-25 10:14:27,2,37.86216,-122.31281,130.0,1010.13,57.66,15.86
2025-01-25 10:14:28,2,37.86216,-122.31281,128.0,1010.12,57.65,15.8
2025-01-25 10:14:28,2,37.86216,-122.31281,128.0,1010.08,57.63,15.77
2025-01-25 10:14:29,2,37.862156,-122.31281,131.0,1010.09,58.01,15.74
2025-01-25 10:14:30,2,37.862156,-122.31281,129.0,1010.09,58.33,15.77
2025-01-25 10:14:30,2,37.862156,-122.31281,127.0,1010.09,58.19,15.75
2025-01-25 10:14:31,2,37.862156,-122.31281,131.0,1010.08,58.4,15.74
